"GUID","Index","Name","Description","Category","Productivity","Risk","SoftwareFlags","Reference","PluginName"
"PCMAIL",147,"PCMAIL","PCMail Server","Mail",3,1,0,"","portmap"
"PCOIP",630,"PCoIP","A remote access protocol that compresses, encrypts, and encodes a computing experiences at a data center and transmits it across any standard IP network.","Remote Access",3,3,0,"","pcoip,portmap"
"PDAP",239,"PDAP","Port 344/tcp and 344/udp","Networking",3,1,0,"","portmap"
"PDBOX",841,"PDbox","Traffic generated by browsing, file transfers, and forum posts on Korean P2P file sharing website pdbox.co.kr.","File Transfer",2,5,0,"","pdbox"
"PDBOXP2P",842,"PDbox P2P","Peer to peer traffic using the PDbox files sharing application.","File Transfer",2,5,0,"","pdbox"
"PERISCOP",1411,"Periscope","Traffic generated by video streaming using Periscope apps on mobile devices.","Streaming Media",2,2,0,"","sites"
"PFTP",338,"PFTP","Port-FTP transfers files, directories and data to other hosts running pftp.","File Transfer",3,3,0,"","portmap"
"PHOTOBKT",530,"Photobucket","An image hosting, video hosting, slideshow creation and photo sharing website.","Web Services",1,3,0,"","sites"
"PICASA",532,"Picasa","Google picasa is an image organizer and image viewer for organizing and editing digital photos, plus an integrated photo-sharing website.","Web Services",1,3,0,"","google"
"PIKSEL",1222,"Piksel","Traffic generated by browsing websites that use the Piksel platform to generate video content","Web Services",3,2,0,"","sites"
"PIM",29,"PIM","PIM (Protocol Independent Multicast) is a family of multicast routing protocols for Internet Protocol (IP) networks that provide one-to-many and many-to-many distribution of data over a LAN, WAN or the Internet.","Networking",3,1,0,"","ip"
"PINGER",620,"Pinger","Pinger Textfree enables you to send and receive free texts (real SMS) with your very own free texting number. You can send free texts to your friends who don't need to be using this free app to receive them. In addition, send free texts from anywhere in the world as long as you have a data connection.","Messaging",3,3,0,"","pinger"
"PINTERST",695,"Pinterest","General browsing and file transfers from social networking website Pinterest","Social Networking",1,2,0,"","sites"
"PIP",236,"PIP","PIP","Networking",3,3,0,"","portmap"
"PJL",1272,"Printer Job Language","Traffic created when using the Printer Job Language to print a document.","Networking",5,2,0,"","pjl"
"PKIXTS",234,"PKIX Timestamp","The PKIX TS specifies the format of packets, along with some possible transport protocols and some verifications to be done by the server and the client.","Networking",3,1,0,"","portmap"
"PLAXO",556,"Plaxo","An online address book and social networking service that provides automatic updating of contact information.","Social Networking",4,3,0,"","sites"
"PLISTA",1323,"Plista","The traffic consists of advertising data from Plista website.","Web Services",4,1,0,"","sites"
"PNDRAUDI",632,"Pandora Audio","Pandora internet radio audio streams","Streaming Media",1,2,0,"","pandora"
"POGO",1125,"Pogo.com","Traffic generated by browsing and playing games on pogo.com.","Games",1,1,0,"","sites"
"POLLDADY",976,"Polldaddy","Traffic generated by browsing websites that use Polldaddy for embedded surveys.","Web Services",3,1,0,"","sites"
"POP2",107,"POP2","POP (Post Office Protocol) is a protocol used by local e-mail clients to retrieve e-mail from a remote server.","Mail",4,3,0,"","portmap"
"POP3",108,"POP3","POP (Post Office Protocol) is a protocol used by local e-mail clients to retrieve e-mail from a remote server.","Mail",4,3,0,"","pop3,portmap"
"POSTGRES",402,"PostgreSQL","An open source object-relational database system.","Database",4,1,0,"","portmap"
"PPP",1248,"PPP","Traffic generated when using the PPP protocol to make a connection between two nodes.","Networking",3,1,0,"","pptp"
"PPPCOMP",1249,"PPPCOMP","Compressed PPP is traffic generated within a PPP connection after compression parameters have been established by CCP.","Networking",3,1,0,"","pptp"
"PPPDISC",11,"PPP Discovery","PPPoE (Point-to-point Protocol over Ethernet) discovery messages","Networking",3,1,0,"","nonip"
"PPPSESS",12,"PPP Session","PPPoE (Point-to-point Protocol over Ethernet) session messages","Networking",3,1,0,"","nonip,pptp"
"PPS",743,"PPStream","General browsing and streaming media from the Chinese peer-to-peer streaming video network PPS.tv.","Streaming Media",1,3,0,"","pps"
"PPTP",412,"PPTP","A method for implementing virtual private networks. PPTP uses a control channel over TCP and a GRE tunnel operating to encapsulate PPP packets.","VPN and Tunneling",3,5,0,"","portmap,pptp"
"PPTV",769,"PPTV","PPTV is a popular Chinese online streaming video player that allows users access to TV stations and programs","Streaming Media",1,3,0,"","pptv"
"PPTV_P2P",770,"PPTV P2P","PPTV Peer to Peer traffic","Streaming Media",1,3,0,"","pptv"
"PREZI",1350,"Prezi","Traffic consists of web and desktop app browsing, login, and logoff data of Prezi Cloud-Based Presentation Software.","Web Services",5,1,0,"","sites"
"PRINTER",330,"Printer","A standard network protocol for remote printing as well as for managing print jobs, media size, resolution, and so forth. Like all IP-based protocols, IPP can run locally or over the Internet to printers hundreds or thousands of miles away. Unlike other printing protocols, IPP also supports access control, authentication, and encryption, making it a much more capable and secure printing solution than older ones.","Networking",3,1,0,"","portmap"
"PRINTSRV",156,"PRINTSRV","Network PostScript","Networking",3,3,0,"","portmap"
"PRIVAX",610,"Privax","Privax is a web anonymity network, aimed at providing people the freedom to surf anonymously online. Privax offers free web proxy services (The Privax Network), which allow anyone in the world to surf anonymously and surf under our IP address","Proxy",1,5,0,"","proxy"
"PROCLVTY",923,"Proclivity","Traffic generated by browsing websites that use Proclivity to generate ads.","Web Services",3,1,0,"","sites"
"PROFILE",133,"PROFILE","PROFILE Naming System","Networking",3,1,0,"","portmap"
"PROSPERO",176,"PROSPERO","Prospero Directory Service is a name server based on the virtual system model.","Networking",3,1,0,"","portmap"
"PROXISTO",1231,"Proxistore","Traffic generated by browsing websites that use Proxistore to generate ad traffic and gather analytics","Web Services",3,1,0,"","sites"
"PRSNLINK",218,"PersonalLink","Personal Link","Networking",3,1,0,"","portmap"
"PS3GAME",1260,"PS3 Game","Traffic produced when playing a game on the Playstation 3.","Games",1,2,0,"","playstation"
"PS3MATCH",1261,"PS3 Match","Traffic produced by the Playstation 3 when using its matchmaking service.","Games",1,2,0,"","playstation"
"PSIPHON",1461,"Psiphon","Anonymizing proxy/tunnel traffic","Proxy",2,2,0,"","psiphon"
"PSNETWRK",1263,"Playstation Network","Traffic produced by the Playstation 3 or 4 accessing the Playstation Network.","Games",1,2,0,"","playstation"
"PSSITE",1262,"Playstation Website","Traffic produced when visiting the playstation website.","Games",1,1,0,"","playstation"
"PT",596,"Paltalk Messenger","An internet and downloadable chat service that allows users to communicate via instant messaging, voice, and video chat","Messaging",1,3,0,"","paltalk"
"PTP",235,"PTP","A high-precision time protocol for synchronization used in measurement and control systems residing on a local area network. Accuracy in the sub-microsecond range may be achieved with low-cost implementations.","Networking",3,1,0,"","portmap"
"PT_CHAT",597,"Paltalk Chat","Paltalk instant messaging text messaging traffic","Messaging",1,3,0,"","paltalk"
"PT_FILE",600,"Paltalk File Transfer","File transfer via Paltalk instant messaging","File Transfer",1,3,0,"","paltalk"
"PT_VIDEO",599,"Paltalk Video","Paltalk instant messaging video chat traffic","Streaming Media",1,3,0,"","paltalk"
"PT_VOICE",598,"Paltalk Voice","Paltalk instant messaging audio chat traffic","Streaming Media",1,3,0,"","paltalk"
"PUBMATIC",924,"PubMatic","Traffic generated by browsing websites that use PubMatic to generate ads.","Web Services",3,1,0,"","sites"
"PUBNUB",1412,"PubNub","Traffic generated by accessing PubNub API to connect, scale, and manage realtime applications and devices.","Networking",3,3,0,"","sites"
"PUP",21,"PUP","One of the two earliest internetwork protocol suites. The entire suite provided routing and packet delivery, as well as higher level functions such as a reliable byte stream, along with numerous applications.","Networking",3,1,0,"","ip"
"PUTLOCKR",676,"Putlocker","Web traffic generated by browsing Putlocker, a search engine for streaming media.","Web Services",1,4,0,"","sites"
"PWDGEN",126,"PWDGEN","Password Generator Protocol, rfc 972.","Networking",3,1,0,"","portmap"
"QBIK",262,"Qbik","Qbik has developed sophisticated & user friendly software specialising in Internet connectivity and security. Our products allow users to manage their Internet connections (WinGate), connect remote offices together (WinGate VPN), and combat network security issues (NetPatrol).","Networking",3,1,0,"","portmap"
"QCLOUD",1279,"Tencent Cloud","Traffic generated by browsing the QQcloud website or using Tencent's cloud network.","File Transfer",3,3,0,"","qq"
"QFT",174,"QFT","Queued File Transport","File Transfer",3,1,0,"","portmap"
"QMTP",184,"QMTP","Quick Mail Transfer Protocol is an e-mail transmission protocol that is designed to have better performance than Simple Mail Transfer Protocol (SMTP), the de facto standard.","Mail",3,1,0,"","portmap"
"QOTD",42,"QOTD","An Internet protocol defined in RFC 865. It is intended for testing and measurement purposes.","Messaging",3,4,0,"","portmap"
"QQ",551,"QQ","Traffic generated by browsing the QQ online community, using the QQ messaging app, or using QQ account-related apps.","Messaging",2,4,0,"","qq,sites"
"QQECOMM",1276,"Tencent E-Commerce","Traffic generated by browsing Tencent shopping and e-commerce websites.","Web Services",4,2,0,"","qq"
"QQGAME",1274,"QQ Game","Traffic generated by browsing and playing games on the QQ Game website, apps, or platform.","Games",2,4,0,"","qq"
"QQMAIL",1273,"QQ Mail","Traffic generated by using the QQ Mail website or app.","Mail",3,3,0,"","qq"
"QQMUSIC",1357,"QQ Music","Traffic generated by streaming audio and browsing data from the QQ Music website or QQ Music App.","Streaming Media",1,2,0,"","qq"
"QQTENPAY",1278,"Tenpay","Traffic generated by browsing the Tenpay Online Payment Service website.","Web Services",4,2,0,"","qq"
"QQVIDEO",1356,"QQ Video","Traffic generated by video streaming and browsing data from the QQ Video website or QQ Video App.","Streaming Media",1,2,0,"","qq"
"QQWEIYUN",1277,"Tencent Weiyun","Cloud data storage operations and P2P sharing via the Weiyun desktop and mobile applications.","File Transfer",3,3,0,"","qq"
"QUAKELIV",1156,"Quake Live","Quake Live plugin and game data download. UDP traffic during online matches","Games",1,2,0,"","quake"
"QUANTCST",802,"Quantcast","Traffic generated by browsing a website that uses Quantcast to gather user metrics and generate ads.","Web Services",1,1,0,"","sites"
"QUIC",1418,"Quic","Quick UDP Internet Connections is an experimental transport layer protocol developed by Google that supports multiplexed, encrypted UDP connections.","Networking",3,1,0,"","quic"
"QUICKTIM",324,"Quicktime","An extensible proprietary multimedia framework developed by Apple Inc., capable of handling various formats of digital video, picture, sound, panoramic images, and interactivity. It is available for Mac OS classic (System 7 onwards), Mac OS X and Microsoft Windows operating systems.","Streaming Media",3,1,0,"","portmap"
"QUOTE",717,"Quote.com","General browsing on financial information and trading web site Quote.com","Web Services",4,1,0,"","sites"
"RACKSPAC",1379,"Rackspace","Traffic generated by general browsing on Rackspace Cloud Computing websites.","Web Services",5,1,0,"","sites"
"RADIMONE",958,"RadiumOne","Traffic generated by browsing websites that use RadiumOne to generate ads.","Web Services",3,1,0,"","sites"
"RADIUS",408,"RADIUS","Provides centralized Authentication, Authorization, and Accounting (AAA) management for computers to connect and use a network service.","Networking",5,2,0,"","portmap,radius"
"RADIUSAC",409,"RADIUS-ACCT","Provides centralized Accounting management for computers to connect and use a network service","Networking",5,2,0,"","portmap,radius"
"RAMBLER",1009,"Rambler.ru","Using the Rambler search engine and web portal.","Web Services",3,2,0,"","sites"
"RAP",54,"RAP","RAP (Route Access Protocol) is a general protocol for distributing routing information at all levels of the Internet.","Networking",3,1,0,"","portmap"
"RAPIDGTR",1423,"Rapidgator","Web-based file upload and download traffic on Rapidgator's file hosting website.","File Transfer",2,4,0,"","sites"
"RAPLEAF",934,"Rapleaf","Using websites that use Rapleaf to collect user data and generate ads.","Web Services",3,1,0,"","sites"
"RAPORTIV",1376,"Rapportive","Traffic generated by general browsing on Rapportive websites.","Web Services",4,2,0,"","sites"
"RAPSHARE",501,"RapidShare","Online file hosting and sharing.","File Transfer",2,4,0,"","sites"
"RARP",6,"RARP","An obsolete computer networking protocol used by a host computer to request its Internet Protocol (IPv4) address from an administrative host, when it has available its Link Layer or hardware address, such as a MAC address.","Networking",3,1,0,"","nonip"
